Rooms,Distance,Postcode,Bedroom,Bathroom,Latitude,Longtitude,Propertycount,Price,car_low,car_mid,car_high,Type_h,Type_t,Type_u,YearBuilt_bin_mod,YearBuilt_bin_new,YearBuilt_bin_new_mod,YearBuilt_bin_old,Landsize_bin_huge,Landsize_bin_large,Landsize_bin_medium,Landsize_bin_small,Landsize_bin_tiny,Landsize_bin_xlarge,BuildingArea_bin_0-100,BuildingArea_bin_100-200,BuildingArea_bin_200-300,BuildingArea_bin_300-400,BuildingArea_bin_400-500,BuildingArea_bin_500+,Year,Month,Day,Suburb_ID,UnitNumber,CouncilArea_Banyule City Council,CouncilArea_Bayside City Council,CouncilArea_Boroondara City Council,CouncilArea_Brimbank City Council,CouncilArea_Cardinia Shire Council,CouncilArea_Casey City Council,CouncilArea_Darebin City Council,CouncilArea_Frankston City Council,CouncilArea_Glen Eira City Council,CouncilArea_Greater Dandenong City Council,CouncilArea_Hobsons Bay City Council,CouncilArea_Hume City Council,CouncilArea_Kingston City Council,CouncilArea_Knox City Council,CouncilArea_Macedon Ranges Shire Council,CouncilArea_Manningham City Council,CouncilArea_Maribyrnong City Council,CouncilArea_Maroondah City Council,CouncilArea_Melbourne City Council,CouncilArea_Melton City Council,CouncilArea_Mitchell Shire Council,CouncilArea_Monash City Council,CouncilArea_Moonee Valley City Council,CouncilArea_Moorabool Shire Council,CouncilArea_Moreland City Council,CouncilArea_Nillumbik Shire Council,CouncilArea_Port Phillip City Council,CouncilArea_Stonnington City Council,CouncilArea_Whitehorse City Council,CouncilArea_Whittlesea City Council,CouncilArea_Wyndham City Council,CouncilArea_Yarra City Council,CouncilArea_Yarra Ranges Shire Council,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,ParkingArea_Attached Garage,ParkingArea_Carport,ParkingArea_Detached Garage,ParkingArea_Indoor,ParkingArea_Outdoor Stall,ParkingArea_Parkade,ParkingArea_Parking Pad,ParkingArea_Underground,Direction_East,Direction_North,Direction_South,Direction_West,Rooms^2,Rooms Bedroom,Rooms Bathroom,Rooms Distance,Rooms Propertycount,Bedroom^2,Bedroom Bathroom,Bedroom Distance,Bedroom Propertycount,Bathroom^2,Bathroom Distance,Bathroom Propertycount,Distance^2,Distance Propertycount,Propertycount^2
1,6.4,3011.0,1.0,1.0,-37.8053,144.9029,7570.0,275000.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2016,7,16,44,4/97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,6.4,7570.0,1.0,1.0,6.4,7570.0,1.0,6.4,7570.0,40.96000000000001,48448.0,57304900.0
3,6.4,3011.0,3.0,2.0,-37.7976,144.8976,7570.0,1045000.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,6.0,19.200000000000003,22710.0,9.0,6.0,19.200000000000003,22710.0,4.0,12.8,15140.0,40.96000000000001,48448.0,57304900.0
3,6.4,3011.0,3.0,1.0,-37.7956,144.8848,7570.0,775000.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2016,7,16,44,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,19.200000000000003,22710.0,9.0,3.0,19.200000000000003,22710.0,1.0,6.4,7570.0,40.96000000000001,48448.0,57304900.0
2,6.4,3011.0,2.0,2.0,-37.8025,144.9073,7570.0,571000.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016,7,16,44,13/41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,4.0,12.8,15140.0,4.0,4.0,12.8,15140.0,4.0,12.8,15140.0,40.96000000000001,48448.0,57304900.0
3,15.0,3021.0,3.0,2.0,-37.7375,144.8282,1202.0,582000.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,104,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,6.0,45.0,3606.0,9.0,6.0,45.0,3606.0,4.0,30.0,2404.0,225.0,18030.0,1444804.0
3,15.0,3021.0,3.0,2.0,-37.7367,144.8246,1202.0,545000.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,104,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,6.0,45.0,3606.0,9.0,6.0,45.0,3606.0,4.0,30.0,2404.0,225.0,18030.0,1444804.0
3,12.8,3033.0,3.0,1.4878903760356916,-37.74197573863636,144.86582818181816,5629.0,891000.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2016,7,16,56,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9.0,9.0,4.463671128107075,38.400000000000006,16887.0,9.0,4.463671128107075,38.400000000000006,16887.0,2.213817771099632,19.044996813256855,8375.334926704909,163.84000000000003,72051.2,31685641.0
3,8.7,3032.0,3.0,1.4878903760356916,-37.7757881884058,144.8890479710145,4918.0,500000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,7,16,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,4.463671128107075,26.1,14754.0,9.0,4.463671128107075,26.1,14754.0,2.213817771099632,12.944646271510516,7317.4448693435315,75.68999999999998,42786.6,24186724.0
3,6.9,3039.0,3.0,1.0,-37.7641,144.9112,6232.0,855000.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2016,7,16,66,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,3.0,20.700000000000003,18696.0,9.0,3.0,20.700000000000003,18696.0,1.0,6.9,6232.0,47.61000000000001,43000.8,38837824.0
3,6.9,3039.0,2.0,1.0,-37.7711,144.9122,6232.0,930000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2016,7,16,66,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9.0,6.0,3.0,20.700000000000003,18696.0,4.0,2.0,13.8,12464.0,1.0,6.9,6232.0,47.61000000000001,43000.8,38837824.0
4,6.9,3039.0,4.0,2.0,-37.7601,144.9228,6232.0,1640000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2016,7,16,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16.0,16.0,8.0,27.6,24928.0,16.0,8.0,27.6,24928.0,4.0,13.8,12464.0,47.61000000000001,43000.8,38837824.0
2,8.4,3015.0,2.0,1.0,-37.8349,144.8714,5498.0,762000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,68,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,16.8,10996.0,4.0,2.0,16.8,10996.0,1.0,8.4,5498.0,70.56,46183.2,30228004.0
2,8.4,3015.0,2.0,1.0,-37.8413,144.8741,5498.0,485000.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,7,16,68,39/114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,16.8,10996.0,4.0,2.0,16.8,10996.0,1.0,8.4,5498.0,70.56,46183.2,30228004.0
3,8.4,3015.0,3.0,1.0,-37.8414,144.8707,5498.0,950000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,68,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,3.0,25.200000000000003,16494.0,9.0,3.0,25.200000000000003,16494.0,1.0,8.4,5498.0,70.56,46183.2,30228004.0
4,8.4,3015.0,4.0,2.0,-37.8427,144.879,5498.0,1280000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,68,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16.0,16.0,8.0,33.6,21992.0,16.0,8.0,33.6,21992.0,4.0,16.8,10996.0,70.56,46183.2,30228004.0
3,6.6,3011.0,3.0,2.0,-37.807,144.898,2417.0,920000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,82,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,6.0,19.799999999999997,7251.0,9.0,6.0,19.799999999999997,7251.0,4.0,13.2,4834.0,43.559999999999995,15952.2,5841889.0
3,6.6,3011.0,2.0,1.0,-37.8086,144.8927,2417.0,1001000.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2016,7,16,82,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9.0,6.0,3.0,19.799999999999997,7251.0,4.0,2.0,13.2,4834.0,1.0,6.6,2417.0,43.559999999999995,15952.2,5841889.0
2,6.6,3011.0,2.0,2.0,-37.8044,144.8941,2417.0,755000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2016,7,16,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,4.0,4.0,13.2,4834.0,4.0,4.0,13.2,4834.0,4.0,13.2,4834.0,43.559999999999995,15952.2,5841889.0
3,6.6,3011.0,3.0,2.0,-37.8065,144.8866,2417.0,875000.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,7,16,82,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9.0,9.0,6.0,19.799999999999997,7251.0,9.0,6.0,19.799999999999997,7251.0,4.0,13.2,4834.0,43.559999999999995,15952.2,5841889.0
3,9.7,3041.0,3.0,1.4878903760356916,-37.732996732673264,144.91607297029702,3284.0,1715500.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2016,7,16,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,29.1,9852.0,9.0,4.463671128107075,29.1,9852.0,2.213817771099632,14.432536647546208,4886.231994901212,94.09,31854.8,10784656.0
3,9.7,3041.0,3.0,2.0,-37.7302,144.9167,3284.0,622500.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2016,7,16,88,2/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,6.0,29.1,9852.0,9.0,6.0,29.1,9852.0,4.0,19.4,6568.0,94.09,31854.8,10784656.0
2,12.6,3020.0,2.0,1.1420357751277683,-37.78801289473684,144.83661125,3755.0,350000.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,7,16,89,3/2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0,4.0,2.2840715502555367,25.2,7510.0,4.0,2.2840715502555367,25.2,7510.0,1.3042457116716826,14.38965076660988,4288.34433560477,158.76,47313.0,14100025.0
3,12.6,3020.0,3.0,1.0,-37.7892,144.827,3755.0,595999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2016,7,16,89,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,9.0,3.0,37.8,11265.0,9.0,3.0,37.8,11265.0,1.0,12.6,3755.0,158.76,47313.0,14100025.0
2,12.6,3020.0,2.0,1.0,-37.7938,144.8322,3755.0,591000.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2016,7,16,89,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,25.2,7510.0,4.0,2.0,25.2,7510.0,1.0,12.6,3755.0,158.76,47313.0,14100025.0
3,12.6,3020.0,3.0,1.0,-37.7804,144.8425,3755.0,590000.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,89,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,37.8,11265.0,9.0,3.0,37.8,11265.0,1.0,12.6,3755.0,158.76,47313.0,14100025.0
4,12.6,3020.0,4.0,1.0,-37.7953,144.8332,3755.0,691000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,89,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,4.0,50.4,15020.0,16.0,4.0,50.4,15020.0,1.0,12.6,3755.0,158.76,47313.0,14100025.0
3,12.6,3020.0,3.0,1.0,-37.7952,144.8302,3755.0,701000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2016,7,16,89,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,3.0,37.8,11265.0,9.0,3.0,37.8,11265.0,1.0,12.6,3755.0,158.76,47313.0,14100025.0
2,12.6,3020.0,2.0,1.0,-37.7824,144.8414,3755.0,688000.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2016,7,16,89,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,4.0,2.0,25.2,7510.0,4.0,2.0,25.2,7510.0,1.0,12.6,3755.0,158.76,47313.0,14100025.0
3,13.3,3020.0,3.0,1.0,-37.7602,144.8316,4217.0,432500.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,90,171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,9.0,3.0,39.900000000000006,12651.0,9.0,3.0,39.900000000000006,12651.0,1.0,13.3,4217.0,176.89,56086.100000000006,17783089.0
4,13.5,3020.0,3.0,1.0,-37.7902,144.8102,6763.0,621000.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2016,7,16,91,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,16.0,12.0,4.0,54.0,27052.0,9.0,3.0,40.5,20289.0,1.0,13.5,6763.0,182.25,91300.5,45738169.0
3,8.0,3016.0,3.0,1.4878903760356916,-37.859980261437904,144.89251562091502,6380.0,1205000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,98,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,24.0,19140.0,9.0,4.463671128107075,24.0,19140.0,2.213817771099632,11.903123008285531,9492.740599107712,64.0,51040.0,40704400.0
2,7.0,3013.0,3.0,1.0,-37.824,144.8805,6543.0,760000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,102,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0,6.0,2.0,14.0,13086.0,9.0,3.0,21.0,19629.0,1.0,7.0,6543.0,49.0,45801.0,42810849.0
4,7.0,3013.0,4.0,2.0,-37.8197,144.8969,6543.0,1200000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,102,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16.0,16.0,8.0,28.0,26172.0,16.0,8.0,28.0,26172.0,4.0,14.0,13086.0,49.0,45801.0,42810849.0
3,7.0,3013.0,3.0,1.0,-37.8177,144.8711,6543.0,1005000.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,102,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,9.0,3.0,21.0,19629.0,9.0,3.0,21.0,19629.0,1.0,7.0,6543.0,49.0,45801.0,42810849.0
3,7.0,3013.0,4.0,1.0,-37.8222,144.8956,6543.0,600000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2016,7,16,102,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,12.0,3.0,21.0,19629.0,16.0,4.0,28.0,26172.0,1.0,7.0,6543.0,49.0,45801.0,42810849.0
5,9.8,3040.0,5.0,2.0,-37.7497,144.8867,588.0,1300000.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2016,7,16,113,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25.0,25.0,10.0,49.0,2940.0,25.0,10.0,49.0,2940.0,4.0,19.6,1176.0,96.04000000000002,5762.400000000001,345744.0
2,8.2,3012.0,2.0,1.0,-37.7956,144.8641,5058.0,520000.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2016,7,16,123,2/746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,16.4,10116.0,4.0,2.0,16.4,10116.0,1.0,8.2,5058.0,67.24,41475.6,25583364.0
3,7.5,3040.0,3.0,1.0,-37.75417,144.89002,1543.0,990000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017,9,16,107,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9.0,9.0,3.0,22.5,4629.0,9.0,3.0,22.5,4629.0,1.0,7.5,1543.0,56.25,11572.5,2380849.0
4,7.5,3040.0,4.0,3.0,-37.76157,144.89112,1543.0,1510000.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2017,9,16,107,59A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16.0,16.0,12.0,30.0,6172.0,16.0,12.0,30.0,6172.0,9.0,22.5,4629.0,56.25,11572.5,2380849.0
4,7.5,3040.0,4.0,2.0,-37.7609,144.89886,1543.0,1650000.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017,9,16,107,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,16.0,16.0,8.0,30.0,6172.0,16.0,8.0,30.0,6172.0,4.0,15.0,3086.0,56.25,11572.5,2380849.0
3,10.4,3042.0,3.0,1.4878903760356916,-37.7231624509804,144.87953000000002,3464.0,650000.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,9,16,0,5/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,4.463671128107075,31.200000000000003,10392.0,9.0,4.463671128107075,31.200000000000003,10392.0,2.213817771099632,15.474059910771194,5154.052262587636,108.16,36025.6,11999296.0
3,11.0,3018.0,3.0,1.0,-37.87182,144.816,5301.0,1248500.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,9,16,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,9.0,3.0,33.0,15903.0,9.0,3.0,33.0,15903.0,1.0,11.0,5301.0,121.0,58311.0,28100601.0
4,15.5,3028.0,4.0,2.0,-37.8703,144.7567,7630.0,835000.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,9,16,246,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,16.0,16.0,8.0,62.0,30520.0,16.0,8.0,62.0,30520.0,4.0,31.0,15260.0,240.25,118265.0,58216900.0
3,9.4,3025.0,3.0,1.0,-37.82872,144.84558,5132.0,1001000.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2017,9,16,4,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,9.0,3.0,28.200000000000003,15396.0,9.0,3.0,28.200000000000003,15396.0,1.0,9.4,5132.0,88.36000000000001,48240.8,26337424.0
